UNOME,QTDE
NISTAL,2
CRISTAL,2
COSTAL,2
POSTAL,7
PASCUAL,4
VIDUAL,1
GUAL,1
PASQUAL,6
PONTUAL,13
VAL,30
CADAVAL,5
NAVAL,2
CANAVAL,1
CARNAVAL,5
MALEVAL,1
CARNEVAL,2
PRINCIVAL,2
RUSCHIVAL,1
OLIVAL,3
DOLIVAL,1
FURNIVAL,1
RIVAL,1
LOURIVAL,1
STIVAL,11
ESTIVAL,1
SINVAL,1
DOVAL,2
SANDOVAL,7
NOVAL,1
CHAPOVAL,1
DROVAL,1
MARVAL,1
HERVAL,3
MERVAL,2
CORVAL,1
DORVAL,1
CURVAL,2
DURVAL,2
PRINCISVAL,1
DUVAL,9
WAL,1
RACHWAL,2
PRINCESWAL,1
FAYAL,4
BEMUYAL,1
CAZAL,2
NAZAL,1
MARCZAL,2
ROZAL,2
ZORZAL,6
HABL,1
LIEBL,1
ROBL,2
ACL,1
FRENCL,1
SERCL,1
FRIEDL,1
SEIDL,4
BRANDL,3
DRIENDL,1
WIENDL,2
DODL,1
RADAEL,1
FAEL,1
RAFAEL,45
MICHAEL,3
ROCHAEL,1
RAPHAEL,10
MIKAEL,1
ELAEL,1
ISMAEL,11
EYMAEL,2
PAEL,2
RAEL,1
GRAEL,1
ISRAEL,13
MISAEL,4
STAEL,1
ESVAEL,1
MIZAEL,3
BEL,1
ABEL,6
FABEL,1
SCHIABEL,2
DIRSCHNABEL,1
RABEL,1
SCARABEL,2
ESCARABEL,1
ISABEL,2
STABEL,2
ESTABEL,1
ZABEL,2
IZABEL,2
MOCBEL,1
LIEBEL,2
NEBEL,2
KNEBEL,6
GOEBEL,5
LOEBEL,1
REBEL,1
STEBEL,1
UEBEL,1
HUEBEL,1
SCHWEBEL,1
HEITZWEBEL,1
SAIBEL,3
SCHEIBEL,4
STREIBEL,1
SEIBEL,7
WEIBEL,1
KNIBEL,1
LOIBEL,1
FRIBEL,1
GRIBEL,3
MOUKBEL,1
ELBEL,1
HELBEL,1
FLORAMBEL,3
OBEL,1
BOBEL,1
COBEL,1
KNOBEL,1
GROBEL,1
STROBEL,5
WROBEL,2
SOBEL,4
VONTOBEL,1
MUCARBEL,1
CHARBEL,2
MOGHARBEL,1
PENHARBEL,1
BERBEL,6
REVERBEL,2
BUBEL,1
CUBEL,1
GIUBEL,1
POUBEL,19
AZOUBEL,3
RUBEL,1
FRUBEL,1
WRUBEL,1
TYBEL,1
STYBEL,1
CHACEL,1
BOLACEL,1
ECCEL,3
BETECEL,1
FICEL,1
DONCEL,1
VALCARCEL,1
PORCEL,3
BAUMWORCEL,1
VITCEL,1
FADEL,14
RACHADEL,5
ROCHADEL,1
GOLDNADEL,1
DONADEL,10
RADEL,2
BARADEL,1
AVZARADEL,1
HUSADEL,1
EDEL,1
FEDEL,1
TSCHIEDEL,3
RIEDEL,1
LEDEL,2
NEDEL,13
GOEDEL,1
NOEDEL,1
ROEDEL,1
BROEDEL,1
REDEL,1
FREDEL,1
PREVEDEL,1
PROVEDEL,1
MAIDEL,1
SAIDEL,1
STAIDEL,1
BIDEL,1
REIDEL,3
SEIDEL,18
FIDEL,1
GIDEL,1
SCHMIDEL,1
VARIDEL,1
SIDEL,2
VIDEL,1
HAANDEL,1
CANDEL,1
TONIDANDEL,5
HANDEL,2
RANDEL,3
MENDEL,4
RENDEL,1
BRENDEL,1
GRENDEL,1
WENDEL,3
REINDEL,1
KINDEL,4
ZINDEL,2
GUNDEL,1
KODEL,1
COLLODEL,2
COLODEL,2
MODEL,4
KAESEMODEL,1
PODEL,1
RODEL,2
CARDEL,2
GARDEL,1
BAUDEL,2
BUDEL,3
STEEL,1
FEL,1
HOEFEL,5
SCHAFFEL,2
HEFFEL,1
SCHEFFEL,4
RIEFFEL,2
SCHOEFFEL,3
RIFFEL,8
SCHOFFEL,1
STOFFEL,7
CHRISTOFFEL,1
VERFFEL,1
KUFFEL,1
KICKHOFEL,2
KNOFEL,1
STOFEL,5
APERFEL,2
NAUFEL,2
HASTENTEUFEL,1
HASSTENTEUFEL,1
HAGEL,2
NAGEL,4
HOLLNAGEL,1
STEUERNAGEL,2
PAGEL,3
VORPAGEL,1
KRUMBIEGEL,1
LIEGEL,2
SPIEGEL,1
RIEGEL,2
SIEGEL,2
BEISIEGEL,1
RECHZIEGEL,1
RECKZIEGEL,13
LEGEL,1
SCHLEGEL,2
FEIGEL,1
WEIGEL,4
VAJGEL,2
ANGEL,1
FANGEL,1
RANGEL,389
PRANGEL,1
SANGEL,2
ENGEL,12
BENGEL,1
MENGEL,2
RENGEL,2
SPRENGEL,1
HINGEL,1
BRINGEL,23
SCHWINGEL,13
FOGEL,2
ROGEL,2
VOGEL,19
WALDVOGEL,2
BRACHTVOGEL,2
WOGEL,3
ARGEL,1
CHARGEL,1
MARGEL,1
VERGEL,1
BURGEL,2
GURGEL,136
MURGEL,1
YURGEL,1
GUGEL,4
KUGEL,1
GRUGEL,1
KRUGEL,1
FAHEL,2
JAHEL,1
RAHEL,1
ACHEL,1
FACHEL,2
IACHEL,1
KACHEL,1
MACHEL,1
RACHEL,2
NIECHEL,1
RIECHEL,2
SCHMECHEL,2
BOECHEL,2
CORRECHEL,1
TAQUECHEL,1
WAICHEL,1
DICHEL,1
REICHEL,1
TREICHEL,3
FICHEL,1
KICHEL,5
MICHEL,26
BURICHEL,1
SICHEL,3
EJCHEL,2
HENCHEL,1
PENCHEL,3
FRENCHEL,1
MOCHEL,6
ROCHEL,1
ROCKTAESCHEL,1
HENSCHEL,2
KOSCHEL,1
MORSCHEL,1
RITSCHEL,1
HENTSCHEL,1
RUSCHEL,20
RUCHEL,1
MENEGHEL,4
HELRIGHEL,1
STINGHEL,1
POSTINGHEL,1
SIHEL,1
ANHEL,1
PINHEL,2
STOHEL,1
THEL,1
BARTHEL,1
HERTHEL,1
AMBIEL,2
CIEL,1
MACACIEL,1
MACIEL,970
GRACIEL,1
MARCIEL,2
DIEL,7
GEDIEL,2
ESCANDIEL,3
FIEL,6
PENAFIEL,5
GARRAFIEL,1
ENGIEL,1
SCHIEL,4
THIEL,3
MATHIEL,1
KIEL,2
PIRKIEL,1
BENOLIEL,1
AMIEL,3
VALAMIEL,1
CHMIEL,1
GUMIEL,1
DANIEL,88
GRANIEL,1
ALTANIEL,1
VANIEL,1
CARNIEL,8
FURNIEL,1
KURPIEL,1
RADISPIEL,1
MARIEL,1
BRIEL,2
GABRIEL,117
VIGABRIEL,1
ARRIEL,5
BARRIEL,1
CARRIEL,4
MARRIEL,4
BERRIEL,11
BIRRIEL,3
FURRIEL,5
MAURIEL,1
CURIEL,2
MURIEL,1
SIEL,1
SALATIEL,3
MATIEL,1
SALTIEL,2
MONTIEL,5
GUIEL,1
ESEQUIEL,1
EZEQUIEL,14
VIEL,3
CHAVIEL,1
XAVIEL,1
GRAZIEL,1
SKIENDZIEL,1
KOZIEL,1
UZIEL,2
SPRAKEL,2
JACKEL,2
ECKEL,1
JAECKEL,2
NECKEL,11
BOECKEL,1
HOECKEL,1
MOECKEL,2
STECKEL,3
HAICKEL,3
BICKEL,1
DICKEL,6
FICKEL,1
HICKEL,2
NICKEL,7
STICKEL,1
ZICKEL,1
HENCKEL,1
HINCKEL,1
HAANWINCKEL,2
KOCKEL,1
POCKEL,1
ROCKEL,1
STOCKEL,1
JAEKEL,2
STEKEL,2
HAIKEL,1
NIKEL,2
NIKKEL,1
RANKEL,2
FRANKEL,2
FRAENKEL,2
HENKEL,2
SCHENKEL,15
BROMMONSCHENKEL,1
BROMONSCHENKEL,1
BROMERSCHENKEL,1
JENKEL,1
FRENKEL,4
GURFINKEL,1
HINKEL,1
KATTWINKEL,1
KATZWINKEL,1
KUNKEL,2
BOKEL,1
HASKEL,1
CAMEL,1
CHAMEL,1
JAMEL,1
KAMEL,1
CARAMEL,1
VENDRAMEL,3
SAMEL,1
PINCHEMEL,2
STREMEL,5
QUEMEL,3
PRIMEL,1
HALMEL,1
HAMMEL,4
ROTHAMMEL,1
SCHRAMMEL,1
EMMEL,5
GEMMEL,1
SCHIMMEL,1
PIMMEL,1
HUMMEL,3
KUMMEL,2
COMEL,1
GIACOMEL,2
JACOMEL,4
GOMEL,1
KOMEL,1
GEROMEL,1
HARMEL,1
FEUERHARMEL,1
HERMEL,2
FORMEL,1
PISMEL,2
BAUMEL,1
HUMEL,1
KRUMEL,1
NEL,1
CANEL,1
STEFANEL,2
HANEL,1
VIANEL,1
TIZIANEL,2
ROMANEL,1
CEMBRANEL,6
BOSSANEL,1
PINTANEL,1
STEFFENEL,1
JAHNEL,1
SCHNEL,1
SUHNEL,1
MEINEL,1
CECHINEL,8
SICHINEL,3
MININEL,1
PINEL,4
CHARPINEL,2
SPINEL,1
ESPINEL,1
MESTRINEL,2
MISTRINEL,1
TINEL,4
FANTINEL,13
FONTINEL,1
HORRUTINEL,1
CEQUINEL,1
SEQUINEL,3
CRUVINEL,46
DOZINEL,1
ONEL,1
BONEL,1
DONEL,1
LEONEL,32
DIAGONEL,1
ZAGONEL,2
IONEL,1
LONEL,1
PIRONEL,2
CORONEL,10
TONEL,3
ORNEL,1
SNEL,1
DUNEL,1
BRUNEL,1
SAMOEL,1
NOEL,5
MANOEL,35
GENOEL,1
VILLARROEL,6
ZOEL,1
APEL,1
CAPEL,2
GRINAPEL,1
KEPEL,1
KREPEL,1
SEPEL,1
GRAIPEL,1
KIPEL,1
LIPEL,1
KLIPEL,2
HAMPEL,2
KAMPEL,2
REMPEL,5
GREMPEL,1
KREMPEL,1
ZIMPEL,1
RUMPEL,1
SCOPEL,22
APPEL,7
KAPPEL,9
PIJNAPPEL,1
TRAPPEL,1
KEPPEL,1
KLOEPPEL,1
STREPPEL,1
LIPPEL,1
KLIPPEL,4
RIPPEL,6
SIPPEL,2
WIPPEL,2
KLOPPEL,2
ROPPEL,1
KLUPPEL,6
KNUPPEL,1
RUPPEL,3
TRUPPEL,4
SCARPEL,1
KERPEL,1
KURPEL,1
CHUPEL,1
TAFAREL,3
TAFFAREL,6
BETTAREL,1
PLANCHEREL,1
COQUEREL,1
DAIREL,1
BOREL,9
MOREL,13
VITOREL,1
STOREL,1
ZOREL,1
FERREL,1
TORREL,1
WORREL,1
BOTREL,11
BOTTREL,2
UREL,1
TOMASEL,1
RASEL,1
GRASEL,6
TRASEL,7
VASEL,1
KNAESEL,1
TRAESEL,5
DESSBESEL,1
DIESEL,6
GIESEL,2
POLESEL,1
MESEL,1
DRECHSEL,2
MAISEL,1
GEISEL,3
POLISEL,1
HOISEL,2
GUISEL,1
HANSEL,2
HENSEL,4
WOENSEL,1
FRENSEL,1
CLOSEL,2
KOEPSEL,1
KOPSEL,1
HUPSEL,2
GHERSEL,2
CASSEL,4
HASSEL,1
GRASSEL,1
BESSEL,1
CESSEL,2
HERGESSEL,1
HESSEL,8
KESSEL,3
RESSEL,1
KISSEL,1
MISSEL,1
NISSEL,1
GROSSEL,1
SCUSSEL,7
MUSSEL,4
SUSSEL,1
HEXSEL,3
GYSEL,1
TEL,1
SABATEL,3
LOCATEL,2
TURCATEL,2
FATEL,3
CHATEL,1
NATEL,1
MINATEL,5
FRATEL,1
SATEL,1
LOVATEL,4
GOEDTEL,2
PETEL,1
KEITEL,1
MITEL,1
SCHIMITEL,1
KELTEL,1
BANTEL,1
CANTEL,1
SCHEIDEMANTEL,3
TUCKUMANTEL,1
DAVANTEL,1
PIMENTEL,600
QUENTEL,1
CONTEL,1
FONTEL,3
MONTEL,4
MARMONTEL,1
PONTEL,2
PUNTEL,4
BARTEL,3
MARTEL,8
HAERTEL,5
HOERTEL,1
PERTEL,3
PORTEL,2
CASTEL,1
DALCASTEL,1
VIESTEL,1
FEISTEL,2
BATTISTEL,3
AMSTEL,1
BOSTEL,1
BOOSTEL,1
BROSTEL,1
BORSTEL,1
RESSTEL,2
JUSTEL,1
BUETTEL,1
ZETTEL,2
FITTEL,1
KITTEL,1
SCHMITTEL,1
TITTEL,1
BUTTEL,1
WOLFFENBUTTEL,3
HUTTEL,1
BUTEL,1
DUTEL,1
NOUTEL,1
SUTEL,1
PYTEL,1
AUEL,1
CARACUEL,1
GREUEL,1
MENEGUEL,3
MEIGUEL,1
MIGUEL,171
VIGUEL,1
BERENGUEL,1
STINGUEL,1
BRONGUEL,1
FOGUEL,2
HATCHUEL,1
SAMUEL,6
VOMUEL,1
SCHANUEL,2
MANUEL,3
EMANUEL,1
EMMANUEL,2
PUEL,2
RAQUEL,3
SIMIQUEL,1
CASQUEL,3
CUQUEL,1
BRUEL,1
TERUEL,3
KRUEL,5
TERRUEL,1
DAVEL,2
PENHAVEL,1
CLAVEL,2
GRAVEL,1
LEVEL,3
KIVEL,3
PIVEL,1
ESQUIVEL,4
ARROUVEL,1
CRUVEL,1
CRIXEL,1
SIXEL,3
MUXEL,1
BRUXEL,5
HELAYEL,2
RAYEL,2
GAZEL,3
IZEL,5
POLIZEL,6
FARIZEL,2
CRIZEL,6
HOELZEL,2
GLANZEL,1
HENZEL,3
MENZEL,2
STRENZEL,1
STENZEL,3
VENZEL,4
WENZEL,6
KUNZEL,4
CLOZEL,1
ESPOZEL,1
MOCARZEL,5
MOKARZEL,1
MUKARZEL,1
CURZEL,2
WURZEL,2
PERSZEL,1
WATZEL,1
PAETZEL,1
PRAETZEL,1
DETZEL,1
HETZEL,2
WETZEL,6
DITZEL,2
NEITZEL,5
WEITZEL,3
RITZEL,7
WENTZEL,2
GUNTZEL,6
HOTZEL,1
STUTZEL,1
KUZEL,1
MUZEL,2
HOUZEL,1
SCHLOEGL,2
SENGL,1
KLINGL,2
VOGL,1
MERGL,2
BAHL,1
LANDAHL,2
SCHNEPPENDAHL,1
SONDAHL,1
LANDERDAHL,1
FAHL,1
DREFAHL,2
KAHL,2
MAHL,6
PAHL,1
GRAHL,3
KRAHL,2
SONNENSTRAHL,2
STAHL,1
VAHL,4
PAULMICHL,1
HOESCHL,1
MUGSCHL,1
NIRSCHL,1
BIEHL,4
DIEHL,19
GIEHL,7
SCHIEHL,1
RIEHL,2
STIEHL,3
KEHL,8
MEHL,4
FORMEHL,1
BOEHL,1
WOEHL,2
PREHL,1
STREHL,3
DIHL,1
KIIHL,2
RIHL,1
PRIHL,1
TIETBOHL,2
HOHL,2
KOHL,3
ROHENKOHL,3
ROKOHL,1
POHL,6
TRENNEPOHL,3
ROHL,1
KAROHL,1
KROHL,1
GRADVOHL,2
KRAHENBUHL,2
KUHL,6
LEHMKUHL,9
MUHL,3
PUHL,7
SPUHL,1
SCHEUENSTUHL,1
BAIL,5
MADAIL,2
MIKHAIL,2
BLAIL,1
ISMAIL,3
PAIL,2
RAIL,1
RIVAIL,1
BACIL,1
ALGUACIL,1
BECIL,1
FADIL,1
ZAVADIL,1
WARDIL,1
BEIL,1
FEIL,6
RUFFEIL,1
WOHLFEIL,1
PFEIL,1
HEIL,1
THEIL,1
KEIL,1
BLEIL,2
SCHMEIL,1
PEIL,3
STEIL,10
WEIL,3
MARFIL,2
GIL,107
VIGIL,4
MONTARGIL,1
RICHIL,2
SHIL,1
KIL,1
AKIL,1
RAYKIL,1
CALIL,30
GALIL,2
KHALIL,9
JALIL,3
KALIL,21
CALLIL,1
CAMIL,1
FAMIL,1
VILAMIL,1
RAMIL,1
FRAMIL,1
CANDEMIL,1
SIMIL,4
LEOMIL,1
SESMIL,1
CANIL,1
SANIL,1
KUCHPIL,1
WEBERSZPIL,1
CASARIL,3
BRIL,1
ABRIL,3
MADRIL,1
TAMBORIL,1
MONTORIL,3
CARRIL,1
BESERRIL,1
BEZERRIL,10
BIZERRIL,1
BURIL,4
MONTURIL,1
BASIL,1
BRASIL,374
FERROSIL,1
BESSIL,4
SUBTIL,7
SANTIL,4
VANTIL,2
GENTIL,40
LEGENTIL,1
PROTIL,1
SOTIL,1
BESSESTIL,2
SUTIL,4
PARDAUIL,3
TAUIL,2
CHEVREUIL,1
CORSEUIL,3
GUIL,2
BARGUIL,2
TAOUIL,1
WAQUIL,3
FAVIL,1
KRATOCHVIL,1
OVIL,1
CORDOVIL,20
OTTWIL,1
BRAZIL,21
AKL,1
STOECKL,2
RUCKL,1
BALL,1
DALL,1
KENDALL,1
GALL,4
SEGALL,2
NACHTIGALL,9
HALL,8
SCHALL,1
MARSCHALL,2
GOTTSCHALL,2
MUTSCHALL,1
MULHALL,1
WESTPHALL,2
MARSHALL,6
KALL,1
SCHMALL,1
STALL,1
LAVALL,5
SAVALL,2
SETTERVALL,1
WALL,1
LAWALL,4
MARZALL,2
ELL,1
BELL,3
ZIEBELL,5
CAMPEBELL,1
CAMPBELL,13
ESBELL,4
PONCELL,1
BADELL,1
FORCADELL,1
FADELL,1
RUEDELL,1
ESCANDELL,1
LANDELL,1
CARDELL,1
FELL,2
BELEFELL,2
HUFFELL,1
GRENFELL,1
BORNSCHLEGELL,1
URGELL,1
HELL,2
SCHELL,7
MITCHELL,2
TWITCHELL,1
COCKELL,2
BRUMMELL,1
FANTINELL,1
CONNELL,2
DONNELL,1
CARBONELL,4
CONELL,1
SCHONELL,2
BOELL,1
CAPELL,1
KRELL,2
BORELL,1
KORELL,1
MORELL,3
MARTORELL,2
PRELL,1
BORRELL,1
TORRELL,1
TYRRELL,1
MAURELL,1
MATURELL,1
DAYRELL,10
SELL,10
DESBESELL,1
DESSBESELL,1
HERGESELL,2
MONSELL,1
HOUNSELL,2
ROSELL,1
TASSELL,1
RUSSELL,2
CLAUSELL,1
CARTELL,1
MARTELL,2
MADUELL,2
PUELL,1
CALDWELL,1
JEWELL,1
HATCHWELL,1
DOWELL,3
MARWELL,4
MAXWELL,1
ZEZELL,1
MUZELL,2
BAILL,1
BILL,1
DILL,9
ONEILL,1
BOFILL,1
GILL,5
PETTENGILL,1
PICKERSGILL,2
THILL,1
BIILL,1
KIILL,2
KILL,3
MILL,3
CONILL,1
COTTERILL,1
GRILL,2
SHERRILL,1
TILL,1
GUILL,1
POVILL,1
WILL,9
KRATOCHWILL,1
BOLL,4
SOBOLL,2
COLL,2
NICOLL,1
DOLL,1
PERFOLL,1
GOLL,2
SCHOLL,5
SHOLL,1
THOLL,1
BARTHOLL,1
MOLL,8
NOLL,9
SCHNOLL,1
KNOLL,4
POLL,9
RIPOLL,2
ROLL,5
BROLL,1
GROLL,1
SCHROLL,1
KROLL,3
CARROLL,1
PETROLL,1
SOLL,2
STOLL,5
VOLL,3
BULL,3
RAFULL,1
GERGULL,1
HULL,1
KULL,1
RULL,1
MEYLL,1
WEYLL,1
TYLL,1
KRAML,1
GRAEML,1
TREML,3
BOL,1
ABTIBOL,2
BULBOL,1
HOBOL,1
CARBOL,1
ABITBOL,3
COL,10
DACOL,1
CARACOL,1
SARACOL,5
SACCOL,6
SOCCOL,4
NICOL,2
DENICOL,2
DALCOL,3
DELCOL,1
BIRCOL,1
SYDOL,1
CAMPEOL,1
CAGOL,2
MENEGOL,2
GREGOL,3
RIGOL,2
PRIGOL,3
ARMENGOL,1
ROCHOL,1
MERCHOL,1
BRAGANHOL,1
DALANHOL,2
ROMANHOL,3
CAMPANHOL,2
SPANHOL,5
ESPANHOL,4
HESPANHOL,7
JUVANHOL,1
SPAGNHOL,1
MOGNHOL,1
PUSINHOL,1
MONHOL,1
RAIOL,23
ARRAIOL,1
DZIECIOL,1
CRUCIOL,3
DELFIOL,2
SPANIOL,2
ZANIOL,2
TONIOL,1
ANTONIOL,2
SCHINCARIOL,3
BOSCARIOL,2
BREDARIOL,4
SPIGARIOL,2
PENARIOL,1
CROSARIOL,1
TERSARIOL,3
MASSARIOL,2
BURIOL,5
COLLASIOL,1
CUSSIOL,1
BETIOL,2
BETTIOL,5
VIOL,4
PUZIOL,1
PUJOL,9
LUCHIANCENKOL,1
MOL,19
REIMOL,1
BENCHIMOL,8
BOHOMOL,1
MARMOL,1
ZANOL,4
BRENOL,2
AGNOL,34
BREGAGNOL,3
DALLAGNOL,11
CAMPAGNOL,3
SPAGNOL,12
BRIGNOL,3
BUTIGNOL,3
VIGNOL,3
MUGNOL,2
REINOL,2
PINOL,1
ROXINOL,1
ROUXINOL,1
BULKOOL,3
BOESSENKOOL,2
POL,2
RIPOL,1
ZAMPOL,1
BOSCAROL,1
NOGAROL,1
FISTAROL,2
CHEROL,1
DISSEROL,1
GRATEROL,1
NOGUEROL,2
QUEROL,3
VEROL,2
RIVEROL,1
GROL,1
FIGUEIROL,1
PROL,1
COURROL,1
SOL,6
CASOL,1
BISOL,6
BRISOL,1
TREVISOL,15
TENSOL,3
EBERSOL,3
CASSOL,41
PANASSOL,2
PIERASSOL,1
PIRASSOL,1
BISSOL,1
NOSSOL,1
TOL,2
PALITOL,1
PITOL,6
TITOL,1
BERTOL,13
PITTOL,1
BARASUOL,5
BERTUOL,9
CRAVOL,1
GRATIVOL,3
MAYOL,2
RAYOL,6
RIZOL,1
MOZOL,1
PETERZOL,1
SCHIMPL,1
RAPPL,1
POPPL,1
RYPL,1
CARL,1
KARL,4
STOEBERL,2
STEBERL,1
MAGERL,1
BAIERL,1
GIERL,1
BAJERL,1
HAMMERL,1
TSCHANNERL,1
GOERL,1
POPPERL,1
BAYERL,2
SCHEYERL,1
EHRL,2
DORL,1
SCHIESSL,2
GROSSL,2
SCHAITL,1
PEITL,1
HILTL,1
DERNTL,1
PASTL,3
SCHIESTL,1
KETTL,1
CHAUL,1
BUCHAUL,2
KNAUL,1
PAUL,11
SAUL,2
PRIBUL,1
NACUL,1
STACUL,1
ZANCUL,2
DUL,1
FADUL,6
VERHEUL,1
REUL,2
RAFFUL,1
HUL,1
HACHUL,1
RAPHUL,1
RIUL,6
FADOUL,1
FADDOUL,1
MAKHOUL,2
KRUL,2
SUL,1
RASUL,1
BASSUL,4
AZUL,4
GRAZUL,1
PINZUL,1
CROWL,1
TAUHYL,1
PELZL,1
PRANZL,1
FENZL,1
WATZL,1
WRITZL,1
TAAM,3
FLAIBAM,1
ZAMBAM,1
POSSOBAM,1
ADAM,10
DADAM,1
COLEDAM,1
EIDAM,5
ZEIDAM,1
BALDAM,1
VERDAM,1
FAM,2
MARDEGAM,1
NIGAM,1
DARGAM,2
DERGAM,1
ORGAM,1
LAHAM,1
TAHAM,1
CHAM,1
CHACHAM,1
TCHAM,1
ABUCHAM,1
BUCKINGHAM,1
CUNNINGHAM,1
DUNNINGHAM,1
NOTTINGHAM,2
DARGHAM,1
AGULHAM,2
DUNHAM,1
BARHAM,1
GORHAM,1
LEDSHAM,1
ROOTHAM,1
BERTUHAM,1
BIAM,2
CANCIAM,1
SHIAM,1
KIAM,1
WILIAM,1
ULIAM,1
QUONIAM,1
LOZEKAM,1
ALAM,12
CALAM,1
CATELAM,1
CATTELAM,1
FLAM,1
GUILAM,2
ANKLAM,1
ALLAM,1
FULLAM,1
ZAMBERLAM,1
FURLAM,1
MEULAM,1
CHULAM,1
LIEBMAM,1
WAIDEMAM,2
HENEMAM,1
PRIMAM,1
PALMAM,1
FOLMAM,1
FERMAM,2
NEUMAM,1
SCHATZMAM,1
ZAMIGNAM,1
CAPINAM,1
HARNAM,1
CRESPAM,1
CARAM,9
SCHARAM,2
KARAM,17
TARARAM,1
ABRAM,2
BALABRAM,1
GIBRAM,1
AMBRAM,1
TERAM,1
FRAM,1
VILLAGRAM,1
WOLFFGRAM,1
SCHRAM,1
THRAM,1
MORAM,1
SATRAM,1
BELTRAM,2
MOHNSAM,2
BARSAM,2
BESSAM,1
BRESSAM,1
DEBOSSAM,1
MAITAM,1
ABITAM,1
KAUAM,1
PADUAM,1
ARAQUAM,1
GLAVAM,1
PAVAM,2
ZAVAM,1
ESTEVAM,40
LADCHUMANANANDASIVAM,1
PADOVAM,1
CRISTOVAM,3
CHRISTOVAM,6
KIYAM,1
KALAZAM,1
TERRAZAM,1
TORREZAM,1
PIOVEZAM,1
PIUVEZAM,1
TREVIZAM,2
KZAM,2
BOLZAM,1
LOZAM,1
PIEROZAM,1
BEM,47
KNABEM,1
GADBEM,1
ANGHEBEM,1
SEBEM,1
NASCIBEM,1
DALBEM,2
BEMBEM,1
BERBEM,1
RUBEM,3
JARCEM,1
BORCEM,1
ALVORCEM,1
HAIDEM,1
HANDEM,1
NICODEM,1
MARDEM,1
LORDSLEEM,1
CHERFEM,1
FREDENHAGEM,1
LEVENHAGEM,1
RAMAGEM,2
NAGEM,6
MIRAGEM,2
PASSAGEM,2
VALDIGEM,1
MARGEM,1
VARGEM,1
KASBERGEM,1
VIRGEM,2
EDUVIRGEM,1
BABUGEM,1
FERRUGEM,5
HACHEM,5
FEDECHEM,3
SEMECHECHEM,1
BOECHEM,1
BUECHEM,1
MICHALICHEM,2
JOCHEM,3
KOCHEM,2
JUCHEM,10
REHEM,6
GHEM,2
MELHEM,5
GUILHEM,4
COHEM,1
KOHEM,1
ROHEM,3
VELTHEM,1
BARTHEM,1
PRSYBYCIEM,1
LIEM,1
GRIEM,1
NEJEM,1
KEM,1
HOLKEM,1
SOKEM,3
HOSKEM,1
ALEM,6
BALEM,2
SALEM,9
ROSALEM,2
MUSSALEM,1
MOUSSALEM,2
JERUSALEM,1
ROZALEM,1
CLEM,4
BELEM,74
ABELEM,1
TOBELEM,1
CELEM,1
MELEM,2
SELEM,1
BETHLEM,2
DILEM,2
KLEM,3
ALLEM,1
BALLEM,1
MOHALLEM,3
SALLEM,1
MOUSSALLEM,4
MOUALLEM,1
ROSOLEM,2
BARLEM,2
NAMEM,1
HOMEM,21
CHOMEM,1
MILHOMEM,53
TORMEM,1
GANEM,11
GHANEM,1
SEHNEM,9
WEINEM,1
CHINEM,2
SEFSTROEM,1
YOEM,1
BAREM,1
MAKAREM,3
SAREM,1
SANTAREM,16
CHEREM,6
XEREM,2
BUFREM,1
BOHMGAHREM,1
BOREM,3
MOREM,1
CESTREM,1
SESTREM,1
WANDERMUREM,5
ASEM,1
WASEM,2
HANSEM,2
PETTERSEM,1
KASSEM,1
WASSEM,1
HARDESSEM,1
RESSEM,1
IUSEM,1
ATEM,1
HATEM,4
BUHATEM,1
HETEM,1
ITEM,1
MINTEM,1
KRISTEM,1
JUSTEM,1
GRITTEM,1
FURUGUEM,2
UNGETHUEM,1
MUQUEM,1
JOVEM,1
LOUVEM,2
RYTHOWEM,1
ZEM,5
AZEM,2
DEZEM,1
DUVAIZEM,1
FRANZEM,1
SAUZEM,1
DAHM,2
BRAHM,2
EHM,1
BEHM,1
GEHM,3
RIEHM,1
KLEHM,1
BOEHM,2
REHM,1
BREHM,3
BOHM,10
ROHM,1
BEATHM,1
LUHM,1
BLUHM,1
DAIM,2
LADAIM,1
GUADAIM,1
FAIM,2
CHAIM,7
ABUCHAIM,5
ROSENHAIM,2
NEJAIM,2
KAIM,2
ALKAIM,1
LAIM,1
TOMAIM,1
NAIM,1
PAIM,92
AMARAIM,1
IBRAIM,4
EFRAIM,2
GRAIM,1
CHRAIM,2
TAIM,1
BIM,7
RABIM,1
SEBIM,1
GIBIM,3
SIBIM,1
BALBIM,1
GAMBIM,1
TROMBIM,2
JOBIM,11
ROBIM,2
CHEROBIM,1
QUEROBIM,1
GARBIM,1
SERBIM,2
RUBIM,18
CHERUBIM,1
CHUERUBIM,1
CIM,1
BALDACIM,1
GANACIM,1
BOTACIM,1
CECCIM,1
CECIM,5
DALCIM,2
BRESCANCIM,1
SONCIM,1
ASSUNCIM,1
PESCIM,1
CAPUCIM,1
DIM,1
BADIM,1
ALADIM,1
PALADIM,1
PADIM,2
GRADIM,3
TADIM,1
BEDIM,3
GUEDIM,1
BALDIM,2
REINALDIM,1
GOLDIM,1
BANDIM,3
LANDIM,57
PAISLANDIM,1
MANDIM,2
BRANDIM,4
SANDIM,5
BRENDIM,1
SENDIM,1
BONDIM,2
GONDIM,151
FACUNDIM,1
GUNDIM,2
MUNDIM,39
GODIM,2
CARDIM,12
