PNOME,QTDE,PERC
IVIS,5,0.0008
LISANIA,5,0.0008
JOEDNA,5,0.0008
JANIELLE,5,0.0008
DIEISON,5,0.0008
NEIDSON,5,0.0008
JANINI,5,0.0008
STEFANNY,5,0.0008
ANIZIA,5,0.0008
IVANIO,5,0.0008
VARLEI,5,0.0008
LUCIELLE,5,0.0008
SIDINEA,5,0.0008
ORIEL,5,0.0008
DILAMAR,5,0.0008
LUCIELMA,5,0.0008
WALDENICE,5,0.0008
NOELLE,5,0.0008
STEVE,5,0.0008
DAURO,5,0.0008
ALVAIR,5,0.0008
ZORAIA,5,0.0008
CHAIENE,5,0.0008
VANUBIA,5,0.0008
ZORAIDA,5,0.0008
TAKESHI,5,0.0008
SIDEMAR,5,0.0008
WANDERLEA,5,0.0008
VLADSON,5,0.0008
DELMIR,5,0.0008
JAQUELINI,5,0.0008
LUIZETE,5,0.0008
ESTHEFANY,5,0.0008
FERNAO,5,0.0008
IVALDA,5,0.0008
LUCIELI,5,0.0008
ERIVANDO,5,0.0008
DIESSICA,5,0.0008
ANTUNES,5,0.0008
IVANILCE,5,0.0008
FELIZARDO,5,0.0008
LINETE,5,0.0008
EMMANUELLA,5,0.0008
LINEKER,5,0.0008
VIVIANNY,5,0.0008
FELLYPE,5,0.0008
DEOMAR,5,0.0008
ADNALDO,5,0.0008
NEDJA,5,0.0008
ETHIENE,5,0.0008
DEOLINDO,5,0.0008
DAVILSON,5,0.0008
STEPHANNIE,5,0.0008
FENELON,5,0.0008
ANUAR,5,0.0008
IVANEI,5,0.0008
ATHILA,5,0.0008
ADMILTON,5,0.0008
ALDERY,5,0.0008
ZELIO,5,0.0008
VENILSON,5,0.0008
DELBA,5,0.0008
NORMELIA,5,0.0008
JACIONE,5,0.0008
VILANI,5,0.0008
ODALICE,5,0.0008
EVIE,5,0.0008
LORIS,5,0.0008
ENOI,5,0.0008
SINTHIA,5,0.0008
SINOMAR,5,0.0008
ERCY,5,0.0008
JACIELE,5,0.0008
JACIEL,5,0.0008
CEILA,5,0.0008
NELLY,5,0.0008
JACICLEIDE,5,0.0008
JACIANA,5,0.0008
SINEZIO,5,0.0008
JOAZ,5,0.0008
EVAIR,5,0.0008
ANTOMAR,5,0.0008
LORRAN,5,0.0008
WALID,5,0.0008
JALINE,5,0.0008
ERENICE,5,0.0008
CATIELE,5,0.0008
LYDIANE,5,0.0008
LORIANE,5,0.0008
SIRLEIA,5,0.0008
LYNDON,5,0.0008
JAFE,5,0.0008
EVELI,5,0.0008
EVELINY,5,0.0008
EVANILTON,5,0.0008
CAUBI,5,0.0008
AUDALIO,5,0.0008
EVELLIN,5,0.0008
DEYSI,5,0.0008
LORENZA,5,0.0008
VERUSA,5,0.0008
JOANILSON,5,0.0008
JADIELSON,5,0.0008
NERO,5,0.0008
ODIRLEY,5,0.0008
ALDENIZE,5,0.0008
CAMILLO,5,0.0008
ODIVAL,5,0.0008
EVANETE,5,0.0008
ODON,5,0.0008
LORI,5,0.0008
SIRIA,5,0.0008
DEUSMAR,5,0.0008
EWERSON,5,0.0008
EWERTHON,5,0.0008
NEIZA,5,0.0008
JHEFFERSON,5,0.0008
NELCIMAR,5,0.0008
NEVITON,5,0.0008
VINICYUS,5,0.0008
SILVERIA,5,0.0008
DEJANE,5,0.0008
JANAIR,5,0.0008
DIANI,5,0.0008
ATTILA,5,0.0008
NEYLOR,5,0.0008
JOCIENE,5,0.0008
IZANETE,5,0.0008
VIRGINIO,5,0.0008
LISLEY,5,0.0008
CANUTO,5,0.0008
OLIVEIRO,5,0.0008
WALDIRIA,5,0.0008
ANIELI,5,0.0008
CASIMIRO,5,0.0008
VENINA,5,0.0008
DERNIVAL,5,0.0008
BERTO,5,0.0008
MACKSON,5,0.0008
SUZANNY,5,0.0008
NELITA,5,0.0008
MACILENE,5,0.0008
SINAI,5,0.0008
EXPEDITA,5,0.0008
JHONES,5,0.0008
SIMONIA,5,0.0008
JAMAL,5,0.0008
SIMEIA,5,0.0008
ZENILSON,5,0.0008
LIVEA,5,0.0008
ALCINEIA,5,0.0008
OLDEMAR,5,0.0008
TACILA,5,0.0008
ALCINEI,5,0.0008
OLEGARIO,5,0.0008
ABDORAL,5,0.0008
JAMILLA,5,0.0008
DI,5,0.0008
ANNETE,5,0.0008
LIV,5,0.0008
JHENNIFER,5,0.0008
ZILENE,5,0.0008
LUZIMARA,5,0.0008
JOCELMA,5,0.0008
LUCILIO,5,0.0008
EMMILY,5,0.0008
NATIELE,5,0.0008
SUELIA,5,0.0008
BERNARDA,5,0.0008
JAZON,5,0.0008
ISNALDO,5,0.0008
ISABELY,5,0.0008
ADINA,5,0.0008
FRANCELIO,5,0.0008
MAILTON,5,0.0008
ISMARA,5,0.0008
WALCIR,5,0.0008
EMANUELY,5,0.0008
DELVAIR,5,0.0008
OSMUNDO,5,0.0008
FLAVIUS,5,0.0008
LIDIOMAR,5,0.0008
ELZENI,5,0.0008
TAMIS,5,0.0008
ISOLETE,5,0.0008
WANDSON,5,0.0008
WALDECK,5,0.0008
SUELLE,5,0.0008
NAYANNA,5,0.0008
JENER,5,0.0008
VOLNEY,5,0.0008
IRON,5,0.0008
LUCINEY,5,0.0008
TALISSA,5,0.0008
IRVING,5,0.0008
LILYAN,5,0.0008
JARI,5,0.0008
ESDRA,5,0.0008
WALDEIR,5,0.0008
SIANE,5,0.0008
WAGNO,5,0.0008
LILLIANE,5,0.0008
JASMINE,5,0.0008
BENILTON,5,0.0008
MAILEN,5,0.0008
BIA,5,0.0008
SHIRLANE,5,0.0008
ELZO,5,0.0008
LIENE,5,0.0008
NATHANIEL,5,0.0008
JEISA,5,0.0008
ANIUSKA,5,0.0008
DILEIA,5,0.0008
ZULEMA,5,0.0008
DARLING,5,0.0008
JEIEL,5,0.0008
JONIA,5,0.0008
MAIRO,5,0.0008
WANG,5,0.0008
ALOIR,5,0.0008
DENILDA,5,0.0008
WALDA,5,0.0008
TAMER,5,0.0008
MAIR,5,0.0008
DARLY,5,0.0008
WANILDA,5,0.0008
ELZENIR,5,0.0008
MAIZE,5,0.0008
SULIVAN,5,0.0008
BERNADETH,5,0.0008
ISLAN,5,0.0008
ISAMAR,5,0.0008
ISANA,5,0.0008
LUI,5,0.0008
OSMEL,5,0.0008
NATIELI,5,0.0008
FLORIZA,5,0.0008
LUCIVANIO,5,0.0008
DINAMAR,5,0.0008
ELZIO,5,0.0008
JEANCARLO,5,0.0008
EMELI,5,0.0008
ITA,5,0.0008
CHANG,5,0.0008
TAMY,5,0.0008
JEANNETTE,5,0.0008
LUISIANE,5,0.0008
LUCIMERI,5,0.0008
LUCIMERE,5,0.0008
FLADEMIR,5,0.0008
IRLENE,5,0.0008
CARITA,5,0.0008
JEANNIE,5,0.0008
LUDYMILA,5,0.0008
AMADO,5,0.0008
VANNESSA,5,0.0008
ALUSKA,5,0.0008
JEANY,5,0.0008
SUELLY,5,0.0008
FIRMO,5,0.0008
WANUSA,5,0.0008
JARDENIA,5,0.0008
SHAYANE,5,0.0008
IRLEI,5,0.0008
JENNYFER,5,0.0008
LINDAMAR,5,0.0008
JENNYFFER,5,0.0008
LINDBERG,5,0.0008
JARDELINA,5,0.0008
LIBNI,5,0.0008
CARIVALDO,5,0.0008
ANEZIA,5,0.0008
JOILTON,5,0.0008
NINO,5,0.0008
ESTENIO,5,0.0008
MALCON,5,0.0008
LICURGO,5,0.0008
LUCINALVA,5,0.0008
VANIUS,5,0.0008
DILMARA,5,0.0008
TALIS,5,0.0008
WALDELICE,5,0.0008
JAMINE,4,0.0006
JEFFREY,4,0.0006
GRACINDA,4,0.0006
JAILTO,4,0.0006
NILS,4,0.0006
EDENIA,4,0.0006
ROGERSON,4,0.0006
UMBELINO,4,0.0006
JEANDSON,4,0.0006
NEUZELI,4,0.0006
GRACIONE,4,0.0006
CLEUDE,4,0.0006
VINCENT,4,0.0006
MILLER,4,0.0006
ALADIM,4,0.0006
RENANN,4,0.0006
JHENIFFER,4,0.0006
HEMILY,4,0.0006
WADSON,4,0.0006
JAINA,4,0.0006
MAYRE,4,0.0006
REMERSON,4,0.0006
KELYANE,4,0.0006
DEVANIL,4,0.0006
BETH,4,0.0006
ODALIA,4,0.0006
KALYNE,4,0.0006
REINAN,4,0.0006
ULIANA,4,0.0006
MILDA,4,0.0006
KAORU,4,0.0006
ADALTRO,4,0.0006
VINNICIUS,4,0.0006
BELINDA,4,0.0006
NINIVE,4,0.0006
UILDO,4,0.0006
JETRO,4,0.0006
EDDA,4,0.0006
JANDA,4,0.0006
KAREL,4,0.0006
EDES,4,0.0006
HELMER,4,0.0006
ALCYONE,4,0.0006
KARENN,4,0.0006
JANAIRA,4,0.0006
JIVALDO,4,0.0006
VICTORIO,4,0.0006
HELOISIO,4,0.0006
CLESO,4,0.0006
CRESIO,4,0.0006
JEYCE,4,0.0006
JAYLSON,4,0.0006
TIRZA,4,0.0006
EDME,4,0.0006
UILLIAN,4,0.0006
ANNELIESE,4,0.0006
JAISE,4,0.0006
JANAI,4,0.0006
DEMETRIOS,4,0.0006
NEVERTON,4,0.0006
NEUZIMAR,4,0.0006
ANNITA,4,0.0006
DEIZIANE,4,0.0006
JAIRON,4,0.0006
CLEUDIMAR,4,0.0006
OCELIO,4,0.0006
KERLEN,4,0.0006
DEUZILENE,4,0.0006
JAYSON,4,0.0006
DEMILTON,4,0.0006
AIRSON,4,0.0006
DEIVIDE,4,0.0006
NILZIMAR,4,0.0006
DENI,4,0.0006
JEFERSSON,4,0.0006
JAIRSON,4,0.0006
ULLISSES,4,0.0006
URANIA,4,0.0006
OCILENE,4,0.0006
JALDO,4,0.0006
KERLEY,4,0.0006
WIVIAN,4,0.0006
MIRA,4,0.0006
ALAERTE,4,0.0006
JAKELLINE,4,0.0006
NILDSON,4,0.0006
EDMUR,4,0.0006
DEUZARINA,4,0.0006
MIRACI,4,0.0006
CRISTAL,4,0.0006
URANDI,4,0.0006
DEUZANIRA,4,0.0006
GRAZIANI,4,0.0006
CRISPINIANO,4,0.0006
KALEL,4,0.0006
NEURACY,4,0.0006
GRAZIANE,4,0.0006
DEISIMAR,4,0.0006
ROGGER,4,0.0006
JEDIEL,4,0.0006
JAYNA,4,0.0006
EDEILDO,4,0.0006
ANNI,4,0.0006
CRISTHIANO,4,0.0006
KENY,4,0.0006
JAMILDO,4,0.0006
ANNIA,4,0.0006
ABIQUEILA,4,0.0006
ARISTELA,4,0.0006
JEANNINE,4,0.0006
JAISSON,4,0.0006
REJIANE,4,0.0006
OBERLAN,4,0.0006
VILBERTO,4,0.0006
ADEMI,4,0.0006
JEANETE,4,0.0006
CRISIANE,4,0.0006
MIRCIA,4,0.0006
HERLANE,4,0.0006
KENJI,4,0.0006
MIRANDA,4,0.0006
DEUSIANE,4,0.0006
JALUSA,4,0.0006
KALIANDRA,4,0.0006
MAYSE,4,0.0006
KALIANA,4,0.0006
REJANIA,4,0.0006
KALINKA,4,0.0006
DENNISON,4,0.0006
REUEL,4,0.0006
MIKI,4,0.0006
JANISON,4,0.0006
JEROME,4,0.0006
TOSHIO,4,0.0006
MICAELE,4,0.0006
ALDEMI,4,0.0006
KATIANNE,4,0.0006
HEBERSON,4,0.0006
WALDEREZ,4,0.0006
NICOLAI,4,0.0006
VIVIANO,4,0.0006
ALDAIZA,4,0.0006
TOVAR,4,0.0006
JANNAINA,4,0.0006
WILLYAM,4,0.0006
DENIZA,4,0.0006
WILLYANE,4,0.0006
DELLANO,4,0.0006
HAYANNA,4,0.0006
ABMAEL,4,0.0006
JANIS,4,0.0006
RICIERI,4,0.0006
DENISIO,4,0.0006
EDIVALDA,4,0.0006
RICARDA,4,0.0006
EDIVAM,4,0.0006
EDILAYNE,4,0.0006
MICHAELE,4,0.0006
WALDEVINO,4,0.0006
HEDEN,4,0.0006
EDILENO,4,0.0006
KATHRYN,4,0.0006
NISIO,4,0.0006
HECIO,4,0.0006
JANILDE,4,0.0006
HEDA,4,0.0006
TORQUATO,4,0.0006
BERTHA,4,0.0006
JARSON,4,0.0006
KATHY,4,0.0006
CLORIS,4,0.0006
JAIANE,4,0.0006
RILDA,4,0.0006
EDIMARIO,4,0.0006
ADELY,4,0.0006
HANIEL,4,0.0006
HARLEM,4,0.0006
HARLAN,4,0.0006
RISALVA,4,0.0006
JANSSEN,4,0.0006
NIEDSON,4,0.0006
HANNY,4,0.0006
JENNIFFER,4,0.0006
EDINARDO,4,0.0006
HANIA,4,0.0006
NOELIO,4,0.0006
NOARA,4,0.0006
DENNISE,4,0.0006
RISONEIDE,4,0.0006
KAYQUE,4,0.0006
HAMILCAR,4,0.0006
MENANDRO,4,0.0006
WINDER,4,0.0006
ARIOMAR,4,0.0006
DEOCLECIANO,4,0.0006
VIVYANNE,4,0.0006
DENIZART,4,0.0006
DENIZIA,4,0.0006
MEURY,4,0.0006
WILMARA,4,0.0006
HARVEY,4,0.0006
DENIZETE,4,0.0006
ALESSIA,4,0.0006
MESAQUE,4,0.0006
RILMA,4,0.0006
JANNAYNA,4,0.0006
WALDENIRA,4,0.0006
HARLLEY,4,0.0006
RILVA,4,0.0006
DEODATO,4,0.0006
HAIRTON,4,0.0006
KEILIANE,4,0.0006
RILZA,4,0.0006
NIVAN,4,0.0006
JERFFESON,4,0.0006
DELOSMAR,4,0.0006
ADELMIR,4,0.0006
MICHELINY,4,0.0006
KELCILENE,4,0.0006
MIGUELINA,4,0.0006
ROGE,4,0.0006
DERNEVAL,4,0.0006
NILCILENE,4,0.0006
EDICLEI,4,0.0006
EDICLEIDE,4,0.0006
NIRALDO,4,0.0006
KELLEY,4,0.0006
JANER,4,0.0006
MIGUELANGELO,4,0.0006
JANDUY,4,0.0006
GUARACIARA,4,0.0006
ANNANDA,4,0.0006
ANIELLY,4,0.0006
WILLAMY,4,0.0006
ROCILDA,4,0.0006
WALDINEI,4,0.0006
KAROLINI,4,0.0006
NORIS,4,0.0006
TISSIANE,4,0.0006
ALDACI,4,0.0006
UDO,4,0.0006
UENDER,4,0.0006
NEYMAR,4,0.0006
MIKHAIL,4,0.0006
MIKHAEL,4,0.0006
VIRGILIA,4,0.0006
DESIO,4,0.0006
REVERSON,4,0.0006
ANIEL,4,0.0006
EDMARCIO,4,0.0006
ALEXANDRINO,4,0.0006
BALDOINO,4,0.0006
ANIELA,4,0.0006
HELINTON,4,0.0006
COSMA,4,0.0006
NEYSE,4,0.0006
DERVAL,4,0.0006
CORIOLANO,4,0.0006
BALBINA,4,0.0006
TISSIANA,4,0.0006
NIARA,4,0.0006
DERICK,4,0.0006
HEIDY,4,0.0006
WILLEN,4,0.0006
DERCILIO,4,0.0006
CLEVES,4,0.0006
NILSE,4,0.0006
BARBARAH,4,0.0006
EDIVANDRO,4,0.0006
RHUANA,4,0.0006
ALDEMIRO,4,0.0006
KARYNNE,4,0.0006
JANILCE,4,0.0006
NISE,4,0.0006
KELE,4,0.0006
KELCIO,4,0.0006
HELADIO,4,0.0006
VITTORIA,4,0.0006
KASSIUS,4,0.0006
COARACY,4,0.0006
EDILANIA,4,0.0006
HEILA,4,0.0006
DELVAN,4,0.0006
NICEA,4,0.0006
JEISIANE,4,0.0006
HELCIA,4,0.0006
KELLEM,4,0.0006
NICACIO,4,0.0006
ADALGISO,4,0.0006
NILCEMAR,4,0.0006
HELDO,4,0.0006
RHENAN,4,0.0006
BERNADETTE,4,0.0006
HELDA,4,0.0006
WILLAS,4,0.0006
EDIGLEUMA,4,0.0006
JANIELE,4,0.0006
TOM,4,0.0006
NIREIDE,4,0.0006
EDIZIO,4,0.0006
KARY,4,0.0006
JANIELLY,4,0.0006
HELBERTH,4,0.0006
KELINE,4,0.0006
REGLA,4,0.0006
IRLANA,4,0.0006
ODENILSON,4,0.0006
PETTER,4,0.0006
DJEISON,4,0.0006
ILIZETE,4,0.0006
WANDERLENE,4,0.0006
ANDREYA,4,0.0006
WELDON,4,0.0006
WELDSON,4,0.0006
PETRUSKA,4,0.0006
EDNILCE,4,0.0006
WELERSON,4,0.0006
ORLANDA,4,0.0006
ITANIA,4,0.0006
DAURA,4,0.0006
ALBINA,4,0.0006
DAMAZIO,4,0.0006
JOSLAINE,4,0.0006
DILCILENE,4,0.0006
JOSMAEL,4,0.0006
VALMARA,4,0.0006
NAELSON,4,0.0006
ORIVAN,4,0.0006
PIERINA,4,0.0006
JOSSANA,4,0.0006
DMITRY,4,0.0006
DALZIZA,4,0.0006
DAMIRES,4,0.0006
ILLANA,4,0.0006
ILNA,4,0.0006
VALNICE,4,0.0006
INAH,4,0.0006
PERCI,4,0.0006
PERCIVAL,4,0.0006
DJACI,4,0.0006
JOISE,4,0.0006
JOSIELMA,4,0.0006
NAILDA,4,0.0006
ANDRIGO,4,0.0006
DANGELO,4,0.0006
DASIO,4,0.0006
NAYHARA,4,0.0006
WEIMAR,4,0.0006
ITACIR,4,0.0006
ANDRIELLI,4,0.0006
ITACY,4,0.0006
NAYRON,4,0.0006
DJAN,4,0.0006
PERSON,4,0.0006
NAIANI,4,0.0006
ORLENE,4,0.0006
ALDREY,4,0.0006
JOSIMARI,4,0.0006
DAUANA,4,0.0006
PIETRA,4,0.0006
PILLAR,4,0.0006
PITER,4,0.0006
JOVELINO,4,0.0006
IVANEY,4,0.0006
IDIANA,4,0.0006
IDEVALDO,4,0.0006
JOELZA,4,0.0006
VALDSON,4,0.0006
JOELY,4,0.0006
IDENILSON,4,0.0006
IDEMAR,4,0.0006
DALMI,4,0.0006
IDELSON,4,0.0006
DAVINO,4,0.0006
IDELBRANDO,4,0.0006
VASTI,4,0.0006
VALDIZA,4,0.0006
IVANHOE,4,0.0006
IDARIO,4,0.0006
VALDIVINA,4,0.0006
ANTULIO,4,0.0006
IDANIA,4,0.0006
JOZE,4,0.0006
MYRTHES,4,0.0006
IDALICIO,4,0.0006
DAVSON,4,0.0006
DONALD,4,0.0006
VALENA,4,0.0006
ITHALO,4,0.0006
DOMITILA,4,0.0006
ILA,4,0.0006
DILCEIA,4,0.0006
VANYA,4,0.0006
ANDRESSON,4,0.0006
DALVINO,4,0.0006
JOFFRE,4,0.0006
JOSYANNE,4,0.0006
IURE,4,0.0006
NADILSON,4,0.0006
IGARA,4,0.0006
NADIJA,4,0.0006
PORFIRIO,4,0.0006
VARLEY,4,0.0006
DAVIDE,4,0.0006
VALERIE,4,0.0006
IVALDIR,4,0.0006
VALENTINO,4,0.0006
JOVAN,4,0.0006
ADEILDA,4,0.0006
BENNY,4,0.0006
NADI,4,0.0006
IDIVALDO,4,0.0006
ALBENIR,4,0.0006
ISTEFANI,4,0.0006
JOSICLEIA,4,0.0006
EDAIR,4,0.0006
NARCIZO,4,0.0006
ALDINEI,4,0.0006
IRENALDO,4,0.0006
OZANIRA,4,0.0006
ALDINEA,4,0.0006
ANELIA,4,0.0006
DIONIZIA,4,0.0006
ISABELLI,4,0.0006
JOQUEBEDE,4,0.0006
NATERCIO,4,0.0006
JOSCELIA,4,0.0006
WANILSON,4,0.0006
IRANILTON,4,0.0006
OROZIMBO,4,0.0006
OZENIR,4,0.0006
NARCISIO,4,0.0006
IRANILDES,4,0.0006
JOSEAN,4,0.0006
VANDEMBERG,4,0.0006
JOSEANY,4,0.0006
OZILDO,4,0.0006
DIOVANE,4,0.0006
BENILDE,4,0.0006
JONIO,4,0.0006
OSMANDO,4,0.0006
ISABELITA,4,0.0006
ALDINEIA,4,0.0006
VANDERLUCIO,4,0.0006
WANJA,4,0.0006
IRISNEIDE,4,0.0006
DIOCLECIO,4,0.0006
VANDILSON,4,0.0006
ALDIRA,4,0.0006
DARI,4,0.0006
AQUILINO,4,0.0006
JORGEANA,4,0.0006
JORDECI,4,0.0006
ANELITA,4,0.0006
OTNIEL,4,0.0006
NATALE,4,0.0006
JORDANO,4,0.0006
BIBIANE,4,0.0006
DIOMEDES,4,0.0006
NATANA,4,0.0006
IRIANE,4,0.0006
IRIANA,4,0.0006
JORDANIO,4,0.0006
DINORA,4,0.0006
JORDANE,4,0.0006
OSWALDINO,4,0.0006
JORGINETE,4,0.0006
IRENIO,4,0.0006
JONIEL,4,0.0006
JOSEILDA,4,0.0006
IRAELSON,4,0.0006
VALTUIR,4,0.0006
JOSENILDES,4,0.0006
NATIELLY,4,0.0006
WEBSTER,4,0.0006
DIMITRIUS,4,0.0006
JOSENIRA,4,0.0006
WECSLEY,4,0.0006
INGRED,4,0.0006
ISLEY,4,0.0006
PATRYCK,4,0.0006
PAULETE,4,0.0006
DIVAIR,4,0.0006
DIVAL,4,0.0006
INEIDA,4,0.0006
VANILCE,4,0.0006
PAULINHO,4,0.0006
OSCARINA,4,0.0006
INDALECIO,4,0.0006
ISOLDE,4,0.0006
VANINE,4,0.0006
ANESTOR,4,0.0006
VALTENCIR,4,0.0006
NAIM,4,0.0006
NAURO,4,0.0006
PASTORA,4,0.0006
APIO,4,0.0006
JOSELANE,4,0.0006
IOLANDO,4,0.0006
JOSELE,4,0.0006
JONICE,4,0.0006
IRACIARA,4,0.0006
ISETE,4,0.0006
IRACELIA,4,0.0006
PALMERIO,4,0.0006
ISIDORA,4,0.0006
OSIRES,4,0.0006
ALCEMAR,4,0.0006
PAMILA,4,0.0006
DANNYLO,4,0.0006
JOSELINO,4,0.0006
WANESKA,4,0.0006
JOSEMARA,4,0.0006
JOSEMARIO,4,0.0006
DANNILO,4,0.0006
WANER,4,0.0006
DIRSON,4,0.0006
ADDSON,4,0.0006
DANNIELLE,4,0.0006
JOSEMI,4,0.0006
JOSENAIDE,4,0.0006
ION,4,0.0006
WELLYSON,4,0.0006
VALDISON,4,0.0006
ONILTON,4,0.0006
VERGILIO,4,0.0006
MOESIO,4,0.0006
JOCELENE,4,0.0006
IZIDORO,4,0.0006
JULYANNE,4,0.0006
IZILDINHA,4,0.0006
HILSON,4,0.0006
HILQUIAS,4,0.0006
JABER,4,0.0006
JOBERTO,4,0.0006
RAQUELI,4,0.0006
WESLLEN,4,0.0006
HILKA,4,0.0006
WELMA,4,0.0006
CYNTHYA,4,0.0006
BONIEK,4,0.0006
ALCINEIDE,4,0.0006
RAQUELINE,4,0.0006
IRLAINE,4,0.0006
VERIDIANE,4,0.0006
HILDER,4,0.0006
JUPIRA,4,0.0006
HILCA,4,0.0006
WALNEI,4,0.0006
NELITO,4,0.0006
RANNA,4,0.0006
MOHAMAD,4,0.0006
ACASSIA,4,0.0006
MOHAMED,4,0.0006
OLICIO,4,0.0006
IZAMARA,4,0.0006
VALDENE,4,0.0006
JULIENNE,4,0.0006
JULIETH,4,0.0006
VERALICE,4,0.0006
RANDAL,4,0.0006
RANDERSON,4,0.0006
NELCILENE,4,0.0006
DAERCIO,4,0.0006
HIURY,4,0.0006
WALTAIR,4,0.0006
RANI,4,0.0006
JULLIAN,4,0.0006
JULLIANO,4,0.0006
OLGARINA,4,0.0006
IZAQUIEL,4,0.0006
IZENI,4,0.0006
IZIANE,4,0.0006
HIROMI,4,0.0006
JULLYANNA,4,0.0006
MOHAMMAD,4,0.0006
IZIDIO,4,0.0006
ARIALDO,4,0.0006
RAVI,4,0.0006
NELITON,4,0.0006
NELZA,4,0.0006
HERTA,4,0.0006
JUSSIER,4,0.0006
NELZI,4,0.0006
NEMEZIO,4,0.0006
EBERVAL,4,0.0006
ALAIM,4,0.0006
ODINEI,4,0.0006
HERNANY,4,0.0006
ANTAO,4,0.0006
MIRIELLY,4,0.0006
DEYSIANE,4,0.0006
JUVAN,4,0.0006
CRISTIENE,4,0.0006
REGILENE,4,0.0006
JAEDSON,4,0.0006
REGINALDA,4,0.0006
CRISTIELLE,4,0.0006
CRISTIELE,4,0.0006
ECLESIO,4,0.0006
MIRENE,4,0.0006
ALAIDES,4,0.0006
ANICE,4,0.0006
MIRELLI,4,0.0006
JUSSIARA,4,0.0006
JUSSANIA,4,0.0006
VALCIMAR,4,0.0006
JOANILDO,4,0.0006
RAWLINSON,4,0.0006
HIGINA,4,0.0006
CRYSTIAN,4,0.0006
WEVERTHON,4,0.0006
OLAIR,4,0.0006
RAYANI,4,0.0006
MIRYAM,4,0.0006
JUSCIANE,4,0.0006
ALAMO,4,0.0006
JACILEA,4,0.0006
VERLAINE,4,0.0006
WEYDSON,4,0.0006
MIRTHA,4,0.0006
RAYMUNDA,4,0.0006
OHANA,4,0.0006
ARIANNY,4,0.0006
HEVERSON,4,0.0006
JOAQUIN,4,0.0006
HEVELLYN,4,0.0006
NELSO,4,0.0006
JOANITO,4,0.0006
VADIM,4,0.0006
JOANIR,4,0.0006
WERMESON,4,0.0006
ADAMIR,4,0.0006
DAGMA,4,0.0006
AREOLINO,4,0.0006
IANKA,4,0.0006
ALBANISE,4,0.0006
IANI,4,0.0006
ACELINO,4,0.0006
JUBER,4,0.0006
IANDARA,4,0.0006
MYCHAEL,4,0.0006
IANCA,4,0.0006
JUCELE,4,0.0006
JUCELEI,4,0.0006
JUCELENE,4,0.0006
ANTONINA,4,0.0006
MURYLLO,4,0.0006
DAYANIS,4,0.0006
DAYARA,4,0.0006
RAIAN,4,0.0006
NEILDA,4,0.0006
JOEDER,4,0.0006
DORVALINA,4,0.0006
JUCEMARA,4,0.0006
JUCI,4,0.0006
RAIFRAN,4,0.0006
DIEFERSON,4,0.0006
IVERTON,4,0.0006
VALDIMIR,4,0.0006
RAILDE,4,0.0006
JUANITA,4,0.0006
DAVYD,4,0.0006
QUIRINO,4,0.0006
ICLEIA,4,0.0006
JOZIAS,4,0.0006
DIENY,4,0.0006
RACHELE,4,0.0006
JOZILENE,4,0.0006
ANDRELINO,4,0.0006
IVAR,4,0.0006
RACHID,4,0.0006
DORIANA,4,0.0006
ONELIA,4,0.0006
VALDINETE,4,0.0006
WAMBERTO,4,0.0006
JUACI,4,0.0006
MYLLA,4,0.0006
NEIDIMAR,4,0.0006
RAFAELI,4,0.0006
IVELTON,4,0.0006
RAFAELL,4,0.0006
IAPONIRA,4,0.0006
DIEMERSON,4,0.0006
RAFAELLI,4,0.0006
RAIKA,4,0.0006
MUNIK,4,0.0006
OLIMAR,4,0.0006
RAMATIS,4,0.0006
VALDENY,4,0.0006
IZABELITA,4,0.0006
IZABETH,4,0.0006
VALDENIZE,4,0.0006
VALDENISE,4,0.0006
DAIAN,4,0.0006
HORST,4,0.0006
ARGEU,4,0.0006
VALDENILSON,4,0.0006
VALDENILDO,4,0.0006
DIANNA,4,0.0006
JOCICLEIDE,4,0.0006
RAMIRES,4,0.0006
ALANY,4,0.0006
BELKIS,4,0.0006
NELBA,4,0.0006
RAMOM,4,0.0006
JOCIARA,4,0.0006
OLIVALDO,4,0.0006
ALEFF,4,0.0006
JULICE,4,0.0006
OLINDO,4,0.0006
IZAIR,4,0.0006
NEITON,4,0.0006
VALDEREIS,4,0.0006
RAILENE,4,0.0006
JOCILIA,4,0.0006
DIDIER,4,0.0006
IVONILDES,4,0.0006
DAIR,4,0.0006
NEIO,4,0.0006
RAIMARA,4,0.0006
ALAYNE,4,0.0006
JUCILANE,4,0.0006
VENICIOS,4,0.0006
JUCILEA,4,0.0006
DAINA,4,0.0006
RAINE,4,0.0006
VALDES,4,0.0006
VALDERY,4,0.0006
JOCIVALDO,4,0.0006
HULLY,4,0.0006
DAILSON,4,0.0006
JUCINEI,4,0.0006
IVONNE,4,0.0006
RAIZZA,4,0.0006
ALECXANDRO,4,0.0006
HUBERT,4,0.0006
OLIVEIROS,4,0.0006
VALDERIO,4,0.0006
ILIANE,4,0.0006
ERONDINA,4,0.0006
TABATTA,4,0.0006
EPIFANIO,4,0.0006
AERSON,4,0.0006
TAMAR,4,0.0006
ELENICIO,4,0.0006
ALIENE,4,0.0006
AYSE,4,0.0006
MARIZETH,4,0.0006
YVONNE,4,0.0006
LENARA,4,0.0006
AMANDDA,4,0.0006
ZEZITO,4,0.0006
EMANOELE,4,0.0006
ADIMAR,4,0.0006
